Region,Soil_Type,Soil_pH,Organic_Matter_%,Rainfall_mm_per_year,Temperature_C_avg,Climate_Zone,Irrigation_Level,Soil_Fertility,Growing_Season_days,Yield_tons_per_hectare,Best_Crop
Africa,Loam,6.330311352114621,1.6768122067090072,800.4477501848605,28.83155303527937,Temperate,Medium,Medium,134,15.619566364635212,Wheat
South America,Sandy,5.731211221223024,2.554523782428411,976.4227544151013,15.118101757399604,Dry,High,High,108,13.35795680825859,Barley
South America,Sandy,7.203074343795851,1.6264512595705996,726.5364706662964,18.62305020590963,Dry,High,Medium,171,12.322332286214015,Soybean
North America,Loam,5.631252176355635,3.1976473282438582,1045.9980736877367,22.936312067320884,Continental,Low,High,144,16.06618792440841,Rice
Africa,Clay,7.107719772497646,3.035541020696983,827.760090908302,25.88618300783782,Continental,Low,High,90,15.374510427764918,Corn
Africa,Sandy,6.278869360155347,4.806809625562149,933.9616196018676,14.328597734268833,Temperate,Low,Medium,142,13.537968239529453,Barley
South America,Clay,6.123024598027972,4.13169445703029,844.370503360609,17.941392094222042,Tropical,High,Medium,97,14.733436220675138,Barley
Africa,Loam,6.548509441075473,3.6829093017704033,765.2756109430713,17.44650693245118,Continental,Medium,High,169,14.577089183672406,Barley
Africa,Sandy,5.66874179287701,3.740024346652715,432.3641001191081,23.07038111524546,Tropical,Low,Low,102,11.025276180281839,Soybean
Asia,Sandy,5.974972084724399,4.915678224479599,936.6446029577617,23.9004036111073,Tropical,Low,High,151,17.477604809002983,Rice
South America,Loam,5.87986948732204,2.842848685393102,658.6190441724806,22.607512627849264,Tropical,Medium,Medium,119,13.28521640798519,Wheat
South America,Loam,6.047332769842916,4.920021852787268,860.8556783265062,16.328833390144812,Temperate,High,High,147,15.568181072236865,Barley
Africa,Loam,7.4368382610008155,3.1622107015556966,957.4645011293046,20.647698196030234,Dry,High,High,166,15.77430999716108,Corn
South America,Sandy,6.213540980698502,1.6570817978237122,837.8406606948471,31.385432490266524,Temperate,Low,High,168,15.813242489601963,Corn
Europe,Clay,6.854926708479947,3.103081346732902,885.8233858322001,13.802224505938627,Continental,Low,Low,174,11.35397587092246,Barley
Asia,Loam,5.993312893689556,2.8384590069317057,821.9548773580746,17.65377081168672,Temperate,Low,Low,127,11.691606297470665,Barley
North America,Clay,6.797470277751469,3.909073881809736,746.9229201790451,26.039110173102163,Tropical,High,Low,122,15.666263551077726,Soybean
South America,Clay,7.420436144765649,3.6413433220565103,439.6994006983847,21.880887756418673,Tropical,Low,High,97,13.846712729938535,Corn
Africa,Sandy,6.292108954870933,1.796627590388268,987.996163618564,18.052286027084232,Tropical,Medium,High,131,13.927479833159552,Corn
Asia,Loam,5.705810176684001,3.9205207511056996,875.5262938865819,24.66709241479144,Continental,Medium,Medium,105,15.333707576439473,Wheat
Europe,Clay,6.62428950765517,3.2108155601821604,1108.7395521984827,20.42694305067479,Temperate,Medium,High,98,16.75572699483272,Corn
North America,Loam,6.468426278695283,1.2544057455111894,1000.6077957524925,22.459577690756934,Temperate,High,Low,143,13.76499941671943,Rice
South America,Clay,7.313306593903998,1.7649685163044855,435.84794443959674,16.471132584523176,Temperate,High,Medium,178,9.868557435764275,Barley
South America,Clay,6.904649958839414,4.4078770142233665,952.2931529968872,19.902477357295677,Tropical,Medium,Low,148,15.088419726524325,Soybean
North America,Sandy,7.0929035390756185,3.1882519636737685,746.3878157015776,12.621045510751513,Continental,High,High,136,12.585104234116287,Barley
South America,Sandy,5.520093962109663,1.7793619666214564,961.1187669990352,31.69564475784455,Continental,High,High,161,18.070732756258035,Rice
Asia,Loam,6.3216327911348555,1.8707991954289298,483.514405195272,24.084185057154905,Dry,Low,Low,125,11.619145579218223,Wheat
Europe,Loam,7.466774440921145,4.36442923575548,772.3953449100468,20.509754837031682,Dry,Medium,Low,162,14.225598416648298,Wheat
South America,Loam,5.6046657146013255,4.13139447194663,887.201155044516,24.219197548208687,Dry,Low,Low,101,15.189628218788046,Wheat
Asia,Loam,6.443397533782419,4.839135145750859,998.5845087037809,23.720738944740596,Dry,Low,High,128,18.17372241103768,Rice
Africa,Sandy,7.216738813439317,1.9304154485950238,755.7868926779347,16.69679308557945,Tropical,Low,High,164,11.770161859358309,Barley
North America,Sandy,7.109933667763371,4.869312445413879,757.7231540364062,13.889119674244938,Dry,High,Medium,119,13.860657038965956,Barley
Europe,Sandy,6.38413242623615,2.336418608346253,566.4696435767148,20.045703379113164,Tropical,High,Low,166,10.776582154821927,Soybean
North America,Clay,7.009865079570101,4.82070064191253,770.2304969675772,17.482151905461414,Tropical,Medium,High,142,14.877051562691367,Barley
Europe,Clay,6.212387886922759,3.788052055737052,570.2297180141423,21.280399393330104,Tropical,Low,Medium,166,12.423962484822308,Soybean
Asia,Loam,7.449539686840826,4.30241369962806,1052.0945924706118,22.21248339783965,Dry,Low,Medium,173,15.631585559198339,Rice
Africa,Loam,6.179385236959174,3.8760777726515645,223.16911284753314,20.42100504169686,Tropical,High,Low,94,11.621020343289121,Wheat
North America,Loam,5.735003680424747,2.007992886576287,681.7430422396211,15.767828492705107,Dry,High,Low,132,11.208294173022027,Barley
Europe,Sandy,6.5465724986005,1.4669916110751822,1031.967993277669,17.470169005060722,Tropical,Low,High,159,13.160283343300685,Barley
North America,Clay,6.242541841010787,3.0067966640256993,848.6435245122133,15.778357756052479,Tropical,Low,Low,140,11.703348576418152,Barley
Africa,Clay,6.191313871083718,3.9731779008963066,726.5682960092272,19.083328282496076,Temperate,High,Medium,160,13.808366885528672,Soybean
Europe,Sandy,6.719378122499136,2.023490163248851,748.6109749756437,19.617774363857507,Temperate,Low,Medium,99,11.66948752596268,Soybean
South America,Clay,5.6809926221917335,2.990117264109811,1120.032727773012,24.132404351801384,Temperate,High,High,99,17.057502888540448,Rice
Asia,Sandy,5.631158145293273,3.917661794906162,738.3061333580191,14.059258094770943,Continental,Medium,Medium,154,12.379353984999641,Barley
Asia,Sandy,7.013578445804794,2.3280028084707167,892.2460987173314,21.444324735098434,Dry,Medium,Low,111,13.904971885432479,Soybean
Europe,Clay,6.006402326739954,3.2211833013127253,706.611544849236,21.805125725713776,Continental,Low,High,169,14.635593414898764,Corn
Europe,Sandy,5.53224929274443,2.490628519576589,1022.6356586601416,14.534462196999392,Dry,High,High,117,13.446940714541137,Barley
Asia,Loam,6.464582647992421,3.878316898997435,929.1259209018111,15.046828048929932,Temperate,Medium,High,90,13.766257644039374,Barley
Africa,Clay,6.257911819625015,2.2110704304697,1114.7468433110212,22.283440053651997,Temperate,Medium,Low,123,14.712270815241466,Rice
South America,Sandy,7.147488923824599,4.428116113322312,886.9188337313565,23.82239110152895,Dry,Low,Low,162,14.633569622312368,Soybean
North America,Clay,7.277710196786839,3.982934934725436,986.4967704540641,21.100411647804908,Dry,High,Low,170,16.148803363878315,Soybean
Africa,Sandy,5.522026716671215,2.666544149655002,873.3299624294588,19.171402856632877,Tropical,Medium,Medium,93,13.546978661900907,Soybean
Africa,Sandy,5.7856918151838475,4.057006392277582,770.9521318544407,24.85696551071548,Tropical,Low,Medium,162,15.899554548330684,Soybean
Africa,Clay,7.499503126858089,3.899724790078477,842.060608044399,27.898665387639454,Tropical,Medium,Low,111,15.988776898861005,Soybean
Europe,Loam,7.3303342759491095,2.8608217324866843,715.8577538816263,17.883538791543003,Dry,High,Low,138,13.041882448122486,Barley
Africa,Loam,6.156510178554674,1.4513621780675376,1111.9875404745642,22.1753916909293,Temperate,Low,Medium,117,14.020909937481708,Rice
South America,Clay,6.406832461248536,4.95711978042554,999.9429606530881,15.509153084239427,Continental,Medium,High,128,15.480755400501359,Barley
Europe,Loam,6.320585605887893,2.331826457485673,359.75130530981636,20.970275331918774,Continental,Low,Medium,173,11.301511293260432,Wheat
Europe,Sandy,6.553634332100827,1.2283963137807055,674.3028587378489,18.536846898348973,Tropical,Low,High,100,10.693442045854718,Corn
Africa,Loam,6.16740841515126,2.2658751362459943,1073.9370324720571,17.555569404781544,Continental,High,Low,158,14.243526257013585,Barley
Europe,Loam,7.365007906194765,4.438011902499592,727.6845377113212,17.476402949064422,Continental,Low,Medium,98,13.499879842728456,Barley
Asia,Loam,5.894485332334034,1.8541499115358056,910.5647896143219,23.043677945622086,Temperate,Medium,Medium,165,13.970681974700765,Rice
Europe,Sandy,7.370317144753242,2.453290288344896,485.14053028888935,14.99698809444839,Continental,Medium,Low,108,10.062939186698381,Barley
Africa,Loam,6.3977027313040065,3.39604417685427,497.4942069402249,18.22441717278446,Continental,Low,Medium,167,10.821812693088672,Wheat
South America,Clay,5.714493666991692,3.032675225375853,974.182409689882,28.069013575180765,Dry,High,Low,169,16.946007468888222,Rice
Asia,Clay,6.106728564428341,2.5713563059256095,749.8879262762617,20.31129928164666,Tropical,High,High,155,13.993681868774772,Corn
Asia,Sandy,6.172616188827499,2.3144173579193708,1123.6184036339132,17.481096888702805,Continental,Low,High,148,13.54687459161341,Barley
Asia,Sandy,7.208910166370806,1.0195378640810078,743.2544991093445,20.33381062677195,Tropical,Low,Low,103,10.23432235690962,Soybean
South America,Sandy,6.454096450358709,4.339597713457566,828.5818775276347,30.65885041031082,Tropical,High,Medium,103,19.094196148535406,Soybean
Asia,Clay,7.217683166828521,3.515492577653221,795.9802496460696,30.014536700633336,Temperate,Medium,Medium,92,16.994546636630872,Soybean
North America,Loam,7.306672013045411,1.2787627869204785,700.9465958117624,26.072104017343378,Temperate,Low,Low,100,12.453613513697514,Wheat
North America,Loam,5.844337377105298,4.402046607908266,919.9300933826453,21.49471393065658,Continental,Medium,High,157,16.697185433448162,Corn
North America,Sandy,6.141126448721849,1.374080494391638,995.2081438711893,26.997432134861715,Tropical,Low,Low,147,13.184931825707439,Rice
Africa,Clay,6.575367043510201,1.0188497020889646,746.2167610604397,23.959894700065792,Temperate,Medium,Medium,104,12.206438783183026,Soybean
Europe,Sandy,5.540243443706148,4.0109085513039044,882.5961131050094,18.535226921182275,Continental,Medium,Medium,132,14.390625128159757,Soybean
South America,Clay,6.517883562018572,2.2761757194912295,796.0411310958584,15.601012835460597,Continental,High,Low,119,10.75173895246888,Barley
North America,Loam,7.200858975357856,2.6573080560808306,922.2169126891094,21.45100612292519,Temperate,High,Medium,104,15.18766405469529,Wheat
Europe,Clay,7.042486148066356,1.1552517912472084,544.8634680008537,23.51571271110002,Continental,High,Low,155,11.969836245281696,Soybean
South America,Sandy,7.254814690790294,1.1611252269359214,736.5480896614862,9.918075062773282,Continental,Low,Medium,97,8.27351014479769,Barley
South America,Clay,6.743014622276168,1.1551978189155498,771.6484891944923,18.73962017045013,Dry,Low,Medium,116,11.540304225067661,Soybean
North America,Sandy,6.567108867107159,1.0009640187405382,552.0875427839521,12.485646956588052,Tropical,High,High,165,9.234218195909047,Barley
Europe,Clay,7.231290072745464,1.9653988153499995,960.3521128709954,20.096029840018456,Tropical,High,Medium,117,13.50807373321274,Soybean
North America,Loam,7.217504051218368,3.8018194616974315,626.044393438993,25.486040227821164,Continental,Low,Medium,144,14.328682495966808,Wheat
South America,Sandy,6.673535815689182,2.7829192836114767,798.3275777751878,23.236663427567393,Continental,High,Low,101,13.37502937455773,Soybean
Asia,Clay,6.289614565756512,3.584187776386384,1025.249236031142,23.244718031296355,Continental,Low,High,139,16.380697243508305,Rice
South America,Sandy,6.554510299901354,4.719481929175516,927.7354279760602,25.273889071383284,Temperate,Low,Low,112,15.978418886758478,Rice
Europe,Clay,6.307952566606167,2.840468732813302,1234.7420279105486,11.276748798506738,Temperate,Medium,Low,168,13.338148456714316,Barley
Africa,Loam,7.3489885655481055,3.0869729031636584,846.1074255656608,13.03595445905765,Dry,High,High,161,12.808509342923825,Barley
South America,Loam,5.616550603121149,4.684650946778197,928.8405221392313,17.06418200107343,Continental,Medium,High,179,15.091408349890408,Barley
South America,Loam,5.671588569798979,1.3637417996521646,1043.3937725362641,12.39866959552674,Tropical,Medium,High,141,12.50160537477912,Barley
South America,Sandy,5.5873218574260175,1.9465325258800354,1032.069636193395,21.598949972780165,Tropical,High,Medium,159,15.053956389488398,Soybean
South America,Loam,7.438882938264514,3.895956656942766,891.7988003348582,21.766744632678755,Dry,High,Medium,126,16.939473802200855,Wheat
North America,Clay,7.108748828275401,1.2633193734526151,979.7338320678348,20.188482865619616,Dry,High,Low,112,13.48517255339156,Soybean
Asia,Clay,7.390244897489774,2.130669442164636,818.6316675399485,15.317769741754951,Temperate,Low,Medium,179,10.601103493432102,Barley
Asia,Loam,6.443326365570321,3.286510773444662,934.279474268257,25.8939816389276,Tropical,Low,Low,123,15.14450200575116,Rice
Africa,Sandy,7.1409380327217065,3.337278927050836,859.6903627962879,16.013277221805104,Tropical,High,Low,108,12.298620579642737,Barley
North America,Clay,6.321865809925517,3.5168767720331684,1119.8109030957376,22.815992017336562,Dry,Medium,Low,140,15.66929732132626,Rice
North America,Clay,6.256695163365293,3.9989029871341732,816.597483762502,25.05137293418008,Temperate,Medium,Low,172,15.275340961018092,Soybean
Asia,Sandy,5.967249527297133,2.638243709050037,801.4725362847134,12.607265315006005,Continental,Medium,Medium,150,11.122453376070238,Barley
Europe,Loam,6.710142506875488,3.2395621273831416,403.1912193623874,20.19249242847636,Dry,High,Medium,178,11.271207301885768,Wheat
Asia,Clay,5.949118938537793,2.862022666109919,734.6614760284962,22.66505717336195,Tropical,Low,High,127,14.18796901758914,Corn
Asia,Loam,6.481388691853968,2.7544457437585748,901.7315608559682,18.776100710472683,Temperate,Medium,Medium,172,13.890879028433353,Wheat
South America,Clay,5.707025894012262,1.4296573017448875,878.5866921842836,22.471277114403037,Dry,Medium,Low,106,12.57809244158358,Soybean
South America,Sandy,5.518620581524708,2.7695749629927744,650.9664459365299,19.47516146218188,Tropical,Medium,Low,99,12.119436009523078,Soybean
Europe,Loam,7.007361031085981,4.872448945624466,626.4330532141161,22.534015468797527,Dry,Low,High,167,14.388670436365052,Corn
North America,Loam,6.38044345251233,4.332838751831206,853.4463901697526,17.469826477654465,Dry,High,Medium,175,14.30293829943891,Barley
North America,Clay,6.012584750738435,1.7616539840996408,713.2253074041622,28.610775489040975,Dry,Medium,Low,159,13.898632132837772,Soybean
Asia,Sandy,7.027206134176027,4.970390874326641,318.9860900179581,15.956692480221466,Temperate,Medium,High,122,13.303068106396315,Barley
Europe,Clay,7.2132246724498525,4.7106981659980764,1060.667373240678,20.55160681555844,Tropical,High,Low,138,16.04544007300399,Soybean
Europe,Sandy,6.778772842908196,1.5161456355576997,840.4560815242438,8.652510677512952,Tropical,Low,Medium,149,8.706291811010516,Barley
South America,Sandy,7.07858130935421,1.1248542413549902,696.266656075758,24.266007725257772,Tropical,Low,Medium,135,13.212680240450991,Soybean
North America,Loam,5.73984371785426,2.2829323693786923,735.4102343321704,20.390600347980495,Continental,Medium,Low,162,12.293388230862613,Wheat
South America,Sandy,6.98566255293138,3.6463642638370617,914.9716991364805,17.320599478546423,Temperate,Low,Low,120,12.84213470142465,Barley
Europe,Loam,7.159391368834128,2.3992134180463176,539.4310472950509,20.14717828784054,Tropical,High,Low,106,11.081572283719982,Wheat
Africa,Loam,7.054665028164386,3.226728210727014,1105.8981693777218,25.20925305159881,Temperate,High,Low,135,16.67124673778622,Rice
Africa,Clay,6.911980805923987,1.9367962391523608,681.2476887197331,22.77566122525105,Tropical,High,Medium,117,13.173510964361974,Soybean
Europe,Loam,7.2112873282898935,3.05867809620731,657.7390333640674,22.382443815826843,Tropical,Medium,Low,169,13.096469435975907,Wheat
South America,Loam,6.6776205403124465,1.3568886722289544,934.5039396682041,7.8234383410855575,Temperate,Medium,Low,143,8.94714374275433,Barley
Asia,Sandy,7.289738401411039,1.0968241776901193,505.86780861257654,24.028142533518505,Dry,Medium,Medium,96,11.860729435288798,Soybean
South America,Sandy,5.9998034432737795,1.2624030597801181,806.875061805292,21.5682018370391,Dry,High,Low,101,12.847775594657215,Soybean
Africa,Loam,6.39337744348933,2.0165891205112576,508.6824053481273,29.32922276142635,Continental,High,High,110,15.998399343016194,Corn
North America,Loam,5.876031434392578,3.6125469331674216,574.4390258525559,14.939612786351145,Tropical,Low,Medium,140,12.091940620437287,Barley
Africa,Loam,6.072448614479988,2.840410506230752,1048.6811594374324,26.140151048040675,Tropical,High,Medium,147,17.07845392484946,Rice
Africa,Sandy,5.768404852652701,3.5790269063603715,843.5159072685924,16.822294505922216,Tropical,Low,Low,111,12.23165066752072,Barley
North America,Loam,5.89021764004842,4.570445312176588,869.955303846152,18.260476969702147,Tropical,Low,High,127,15.475042297532234,Corn
South America,Loam,6.234555402561418,4.6552580904997765,854.9825421575014,19.2856670732901,Tropical,Low,Medium,103,13.740263078188935,Wheat
South America,Sandy,6.896347721429811,2.1656605547041945,867.817832160957,21.702690286862115,Tropical,Medium,Low,158,11.833501130843135,Soybean
Africa,Clay,6.185933039400156,1.5529822625362284,862.5992609069657,19.240163088419806,Continental,Medium,Low,117,12.357502950425388,Soybean
North America,Loam,7.415660434950553,4.535048061832128,835.0906797257003,21.058135480166754,Tropical,Low,Low,160,14.003470356383744,Wheat
Africa,Loam,6.58575626472161,4.331574379548918,621.296981496144,23.22945210137946,Temperate,Medium,Low,122,13.491057665756259,Wheat
Europe,Sandy,6.15388420050939,3.4267572927915433,776.8607034168665,23.037828135606883,Temperate,Medium,Medium,122,14.557630737374135,Soybean
Africa,Loam,6.070488684613533,1.956844352136875,672.6432170134568,25.904949526528362,Continental,High,Medium,162,14.70181370625388,Wheat
North America,Loam,6.209691446861316,3.450737378698429,1134.688377124597,22.208733681887786,Temperate,Low,Medium,113,15.775878893493374,Rice
Africa,Loam,6.902586684176768,4.156162416808188,1030.5464782504669,26.199684036442953,Tropical,High,Medium,173,18.137927989099758,Rice
Asia,Sandy,6.335814967590819,3.9936253776201514,865.0533052876448,22.243362325960746,Tropical,Low,Low,159,13.40547318341171,Soybean
South America,Clay,6.823939678901269,2.859419123253083,750.576441266472,19.38431782323866,Continental,High,High,126,14.657002985895595,Corn
Africa,Sandy,7.1430711557793725,1.1142836708960417,881.7502697740584,12.58987213992439,Tropical,High,Low,126,10.246117704636955,Barley
Africa,Loam,7.402792744968831,3.489266548994207,681.5518310374371,17.77466369602201,Continental,Low,Medium,122,12.459384395964014,Barley
Asia,Clay,6.968544061061431,2.484424364398156,1261.0327717508283,18.948961490034268,Continental,High,Low,111,15.973077006491401,Soybean
Asia,Sandy,5.595677625014078,4.40068778082019,878.5827021096433,23.30579510262415,Dry,Low,Low,138,14.863769398068216,Soybean
Asia,Sandy,6.969701040999202,2.2183014651542736,538.2011770249868,16.938195021018803,Dry,Medium,Low,172,10.200580938610257,Barley
Europe,Loam,7.261762847549473,4.2229875687124805,552.6002197275875,22.17866161109009,Temperate,Low,Low,167,13.073883257136496,Wheat
North America,Sandy,6.7770874548038265,1.202387414706327,687.3037038817115,19.834223334750035,Dry,Low,Medium,153,10.833126280533612,Soybean
North America,Loam,6.380869141312092,4.6047104928694225,854.6076216332494,23.95360509270203,Tropical,Low,Medium,128,16.095687093858817,Wheat
North America,Sandy,6.746628867518115,1.2253331111969592,777.8417048624449,18.54255289373324,Tropical,Medium,Medium,143,11.6652111044822,Soybean
Africa,Sandy,6.870881044742583,4.11602157569615,715.6491056781206,19.77362596266158,Temperate,Low,High,139,13.780952296811543,Corn
Africa,Loam,5.879705320541938,1.4406884810145324,901.9807797230544,22.582397401910985,Temperate,High,Low,130,13.25978964342081,Rice
Africa,Sandy,6.952993492674845,4.343132283418405,821.8681152681818,19.550944132132233,Tropical,Medium,Low,126,13.96553928540496,Soybean
Africa,Sandy,6.535259656795935,3.3115083257636364,814.9019187653545,25.12816056936291,Continental,Low,High,120,14.835362666765732,Corn
Europe,Loam,6.464847203189458,1.374629810429898,840.4330755415785,31.605019980309024,Continental,High,High,171,17.58511424097851,Corn
North America,Loam,5.78304240489992,4.529880779772542,1121.2854195864516,22.342778845295026,Tropical,Medium,Low,132,16.52565066287538,Rice
North America,Sandy,5.5983216583100965,1.1242275041406224,890.5512704153389,13.3171574984254,Temperate,Low,Low,136,10.015614283796305,Barley
South America,Clay,6.374344099120354,2.1178777649185943,745.7448800304326,16.806761803785236,Dry,High,High,163,13.09718253502628,Barley
Asia,Loam,6.425375663375654,4.225983784420981,791.9332179571912,28.431817388709604,Tropical,Medium,Low,175,16.05128637749526,Wheat
South America,Loam,6.627734063783533,3.065777367611286,967.3951745386478,18.230107533394616,Continental,Low,Medium,108,13.264701874346654,Wheat
South America,Sandy,6.698861084055244,1.6850936426649583,846.1221697532429,18.27611277320552,Continental,Medium,High,150,12.125534142098312,Corn
Asia,Clay,6.839367944926545,4.845529880574861,1341.6923169439585,24.039354572360985,Tropical,Low,Low,107,17.739455674988545,Rice
Africa,Loam,7.075861876875534,4.361601325957362,829.5511814800257,20.105867934389384,Dry,Low,Low,102,13.852348274734798,Wheat
Africa,Clay,7.294596991499477,3.07287326254371,1017.9809918181661,17.144080129579066,Tropical,Low,Low,155,11.98511835553317,Barley
South America,Loam,6.500595748787984,3.7156033689208297,976.786940024154,25.361085924244097,Continental,High,Medium,108,17.112014866661045,Rice
Africa,Sandy,6.038719401327075,4.202655766101245,603.0324543835252,22.842403859031354,Continental,Medium,High,158,15.592303931869589,Corn
South America,Loam,6.462376302950205,2.83800906628127,889.697090839288,29.00906972520381,Dry,Medium,Low,120,15.257927263091815,Wheat
Africa,Loam,6.762068351424098,4.812948715124931,685.8748663437437,21.01797548467653,Continental,Medium,Low,128,14.314364181584272,Wheat
North America,Clay,5.690113073665129,1.801876191065436,1147.9318746540212,23.55596226710788,Continental,High,High,93,15.786791953527839,Rice
Africa,Loam,6.266138739453013,4.476396274898914,1118.280073552561,24.38357093193058,Dry,Low,High,151,18.380833747245305,Rice
North America,Clay,6.488023341198611,1.4738468203779274,619.8323146593926,25.615265987632316,Continental,High,Low,125,13.156452476106264,Soybean
Europe,Clay,6.491307841766494,2.6844756177363265,665.2419788681048,24.787685816398838,Temperate,Low,High,144,14.154875030065961,Corn
North America,Loam,6.215682317283067,1.0338059842498422,724.5764252613104,17.238693739436957,Temperate,High,Medium,97,10.872963210723107,Barley
North America,Loam,6.807555845912312,2.548200047739548,1258.3822533637372,29.337310020806754,Tropical,High,Low,93,17.451251420600997,Rice
Asia,Loam,6.133204869654826,2.600621091461596,439.2064201170993,17.617242883903792,Temperate,Low,High,116,10.409407117025674,Barley
North America,Sandy,6.015391296378359,4.5397069873798666,782.58305477137,29.39937274710504,Temperate,High,High,140,19.214534226491438,Corn
South America,Sandy,6.964882918260899,2.728852750340094,952.2838584808395,22.899334195057726,Dry,Low,Low,96,14.338143781747789,Rice
Europe,Sandy,6.787152445479641,1.4323099746655532,534.9267232649956,7.0191178777767185,Continental,Low,Low,160,5.499835876773614,Barley
South America,Loam,7.1436029185084005,4.077002236966347,912.4847460262356,16.975466180359128,Dry,Low,High,168,14.665559528520884,Barley
Europe,Loam,6.450718135361737,2.4540578294770667,439.3192531545479,25.465614879409785,Dry,High,Low,99,12.21649405520843,Wheat
Europe,Sandy,5.842796624649505,1.3159223974649268,918.6857777697074,13.863985506708534,Continental,Low,Medium,127,11.255685079966064,Barley
North America,Clay,5.577183123876267,4.515524583651409,744.2582151560706,21.321352865309024,Dry,Medium,High,113,15.684132369192664,Corn
Africa,Sandy,7.290200058132489,4.930609645974277,583.6171262573735,19.61113649867792,Dry,Low,Medium,142,13.317861872794781,Soybean
North America,Loam,6.91836140758881,1.8013592843857693,962.115584066001,24.503538595209978,Temperate,High,High,116,15.943418805287996,Rice
Asia,Sandy,5.773964444619056,3.7474659749396397,508.77758070420634,25.043893387600068,Dry,Low,High,110,13.916264957786945,Corn
South America,Loam,6.019100866546165,2.1695640953909616,822.3883885398135,22.02589758445184,Temperate,Medium,Low,173,12.507347887194387,Wheat
North America,Sandy,7.142156723996482,1.369383355781729,1014.7114716065823,16.75631597659705,Tropical,Medium,Low,120,11.625269850920354,Barley
North America,Clay,6.854147425316896,4.088961103573107,552.0823974949943,23.039201693675043,Tropical,Medium,Low,155,13.127644554356218,Soybean
South America,Sandy,6.321009642696713,1.9203379674299002,967.9655669878467,22.014722867518017,Temperate,Medium,High,135,15.209035101936742,Rice
Asia,Sandy,6.206954950256757,3.5688385480107896,1078.4077503174183,20.55564687648256,Continental,Low,Low,178,14.35652393920423,Soybean
Asia,Loam,5.701505687919153,3.8300912759121712,816.8188776500393,17.83978092877613,Temperate,Medium,High,124,15.403896848708927,Barley
Europe,Loam,6.2952699714655065,2.345250910019822,994.6731904971228,23.119479715382884,Temperate,Low,High,157,14.594993535128674,Rice
South America,Clay,6.398246827860501,3.282658315923156,1028.9358691260377,9.61440073113063,Dry,High,Low,164,11.537489262721683,Barley
Asia,Sandy,6.610319459580309,3.9216650600789422,555.8976929459997,15.264114759759764,Temperate,Medium,Low,99,10.872887300131156,Barley
North America,Sandy,6.821454786218303,4.802425486319491,339.70565646600267,21.572254111453283,Continental,Low,Medium,159,12.473348689932367,Soybean
Asia,Clay,6.140372438808111,4.65377879390236,584.0531892137209,20.901085852536593,Temperate,Low,Medium,163,13.585413459185322,Soybean
Europe,Loam,7.321286031669091,4.849202996448959,532.5849784224324,22.476834419855486,Temperate,Medium,Medium,146,14.52328328825924,Wheat
Asia,Clay,7.447485164076987,3.6534504438259714,411.6282681241188,19.980979331646004,Temperate,Low,Medium,111,12.371721339216945,Soybean
Europe,Loam,5.715706529124619,2.049219725537758,632.206600321317,19.804376832233235,Continental,Medium,Low,150,11.184777235323251,Wheat
South America,Loam,7.081205929539511,1.5341723580222046,586.7622908126434,33.19654434581089,Temperate,Low,Medium,148,15.139855668228506,Wheat
North America,Clay,6.247877427207549,4.803765407463337,780.3380305091248,24.83020399028681,Continental,Medium,Low,159,16.372426006565558,Soybean
North America,Loam,5.893517555343311,4.582611678332707,953.099661727784,14.256616839632043,Dry,High,Low,121,13.433279169694345,Barley
Asia,Clay,6.460180284480093,2.9656290537306735,901.9378462449313,23.67342559819131,Continental,Medium,High,130,16.891148222165672,Rice
Europe,Loam,6.3724288342400905,1.779175210575707,827.0380681974772,18.3688314777932,Temperate,High,Medium,157,12.307166860420608,Wheat
North America,Loam,5.503624067738503,1.8952723442257153,912.6357395768902,17.989976918306397,Dry,Low,Medium,99,12.637002920631312,Barley
South America,Sandy,6.229636192615714,4.493565831636877,806.8018509722156,23.67860655509444,Continental,High,Low,106,15.379061491872708,Soybean
Asia,Sandy,6.8671848504437385,1.0113686146558898,872.6574552687977,23.194252171010064,Temperate,Low,Low,122,13.031557181668543,Soybean
Asia,Sandy,7.393685103335032,2.870355793995067,728.9177218451453,27.436405126116135,Tropical,Medium,Low,99,14.277446527651987,Soybean
Asia,Loam,5.885163264917056,1.3904750421405958,1074.6811884700508,23.06587000945784,Temperate,High,Low,124,14.598281716824204,Rice
Europe,Clay,6.148501747703941,1.4441396920954381,856.024800483927,10.226595022006233,Dry,Low,Medium,121,9.485641435591715,Barley
South America,Clay,6.960827505763586,2.8130467335268925,756.050357527769,25.925098189762057,Temperate,High,Low,104,14.173064267947197,Soybean
Africa,Loam,7.081699355266358,4.212024121836006,777.8727001448842,17.673764736828645,Tropical,Low,Low,107,12.235705215620786,Barley
Asia,Sandy,6.495375919095544,2.9040828275204795,647.7139665802409,14.605260104544055,Continental,High,Low,101,10.62261387694679,Barley
South America,Loam,7.131331081629267,1.2508886856578352,707.3710936912933,32.21166403921611,Dry,Medium,High,167,15.643253172502599,Corn
Africa,Sandy,5.951526149750056,1.1005589030252567,796.8041114232171,14.088908849791558,Continental,Medium,High,108,11.291672641945901,Barley
Asia,Loam,6.886419084437735,1.2836647657542781,900.2342528977337,20.055476101597897,Dry,Low,Low,158,12.171578701147949,Wheat
Asia,Loam,5.980525168997863,1.4987897884944128,815.5590295990063,29.609131945370933,Tropical,Medium,Medium,90,14.016205160370102,Wheat
